Fragment length, Fraction of reads
2,4.637842475680314e-05
3,2.318921237840157e-05
4,1.1594606189200784e-05
5,8.116224332440549e-05
6,3.4783818567602355e-05
7,3.4783818567602355e-05
8,4.637842475680314e-05
9,3.4783818567602355e-05
10,1.1594606189200784e-05
11,1.1594606189200784e-05
13,1.1594606189200784e-05
14,2.318921237840157e-05
15,1.1594606189200784e-05
17,1.1594606189200784e-05
19,1.1594606189200784e-05
31,1.1594606189200784e-05
32,1.1594606189200784e-05
35,1.1594606189200784e-05
38,1.1594606189200784e-05
42,1.1594606189200784e-05
47,1.1594606189200784e-05
48,1.1594606189200784e-05
51,1.1594606189200784e-05
67,1.1594606189200784e-05
75,1.1594606189200784e-05
76,1.1594606189200784e-05
83,2.318921237840157e-05
85,1.1594606189200784e-05
89,1.1594606189200784e-05
90,1.1594606189200784e-05
93,1.1594606189200784e-05
96,1.1594606189200784e-05
99,1.1594606189200784e-05
100,1.1594606189200784e-05
102,1.1594606189200784e-05
103,1.1594606189200784e-05
105,1.1594606189200784e-05
107,3.4783818567602355e-05
108,3.4783818567602355e-05
109,1.1594606189200784e-05
110,3.4783818567602355e-05
111,2.318921237840157e-05
112,1.1594606189200784e-05
113,4.637842475680314e-05
114,2.318921237840157e-05
115,1.1594606189200784e-05
117,4.637842475680314e-05
118,3.4783818567602355e-05
119,5.797303094600392e-05
120,1.1594606189200784e-05
121,1.1594606189200784e-05
122,3.4783818567602355e-05
123,2.318921237840157e-05
124,5.797303094600392e-05
125,1.1594606189200784e-05
126,1.1594606189200784e-05
127,3.4783818567602355e-05
128,2.318921237840157e-05
129,1.1594606189200784e-05
130,1.1594606189200784e-05
131,1.1594606189200784e-05
132,4.637842475680314e-05
133,4.637842475680314e-05
134,3.4783818567602355e-05
135,2.318921237840157e-05
136,3.4783818567602355e-05
137,1.1594606189200784e-05
138,3.4783818567602355e-05
139,1.1594606189200784e-05
140,3.4783818567602355e-05
141,4.637842475680314e-05
142,5.797303094600392e-05
143,1.1594606189200784e-05
144,3.4783818567602355e-05
145,1.1594606189200784e-05
146,2.318921237840157e-05
147,1.1594606189200784e-05
148,1.1594606189200784e-05
149,3.4783818567602355e-05
150,3.4783818567602355e-05
151,5.797303094600392e-05
