Fragment length, Fraction of reads
7,6.802350892468437e-06
41,6.802350892468437e-06
60,6.802350892468437e-06
62,6.802350892468437e-06
63,1.3604701784936874e-05
64,1.3604701784936874e-05
65,6.802350892468437e-06
66,8.843056160208968e-05
67,0.00010203526338702655
68,2.7209403569873747e-05
69,2.7209403569873747e-05
70,9.523291249455812e-05
71,6.122115803221594e-05
72,0.00029930343926861124
73,3.4011754462342186e-05
74,2.040705267740531e-05
75,5.4418807139747494e-05
76,4.761645624727906e-05
77,5.4418807139747494e-05
78,5.4418807139747494e-05
79,3.4011754462342186e-05
80,6.122115803221594e-05
81,0.00012244231606443187
82,3.4011754462342186e-05
83,4.081410535481062e-05
84,6.802350892468437e-05
85,5.4418807139747494e-05
86,0.00012244231606443187
87,0.00010203526338702655
88,0.00014965171963430562
89,6.122115803221594e-05
90,0.00010203526338702655
91,4.761645624727906e-05
92,0.00010883761427949499
93,8.843056160208968e-05
94,0.00012244231606443187
95,0.0002244775794514584
96,8.162821070962124e-05
97,0.00014284936874183718
98,0.00015645407052677405
99,0.0001292446669569003
100,6.802350892468437e-05
101,0.00010203526338702655
102,0.00010883761427949499
103,0.00012244231606443187
104,0.00010203526338702655
105,0.00021767522855898998
106,0.00036052459730082716
107,0.00014284936874183718
108,0.00017005877231171093
109,0.00019726817588158467
110,0.00015645407052677405
111,0.00015645407052677405
112,0.00017686112320417936
113,0.00023127993034392685
114,0.00021767522855898998
115,0.00019046582498911623
116,0.00017005877231171093
117,0.000326512842838485
118,0.00024488463212886375
119,0.00034011754462342185
120,0.00023127993034392685
121,0.00017686112320417936
122,0.0002244775794514584
123,0.00041494340444057465
124,0.00023127993034392685
125,0.000326512842838485
126,0.0002244775794514584
127,0.00043535045711797995
128,0.0004013387026556378
129,0.0004489551589029168
130,0.00039453635176316934
131,0.00046936221158032213
132,0.0005713974749673487
133,0.00045575750979538526
134,0.0005645951240748802
135,0.00047616456247279057
136,0.0006870374401393122
137,0.0005781998258598171
138,0.0005577927731824119
139,0.0006258162821070962
140,0.0006938397910317806
141,0.0006598280365694384
142,0.0005986068785372225
143,0.0006258162821070962
144,0.0006938397910317806
145,0.00065302568567697
146,0.0007754680017414018
147,0.0006666303874619068
148,0.0010203526338702655
149,0.0007142468437091859
150,0.0007074444928167174
151,0.0007414562472790597
152,0.0008979103178058337
153,0.0009115150195907705
154,0.0008843056160208968
155,0.0009523291249455811
156,0.0006122115803221593
157,0.0009251197213757074
158,0.0006122115803221593
159,0.0007822703526338703
160,0.0007074444928167174
161,0.0007210491946016543
162,0.0009863408794079235
163,0.0008775032651284284
164,0.0007890727035263387
165,0.0009523291249455811
166,0.0006938397910317806
167,0.0008638985633434915
168,0.001027154984762734
169,0.0009931432303003918
170,0.000918317370483239
171,0.0008911079669133653
172,0.0008979103178058337
173,0.001319656073138877
174,0.000979538528515455
175,0.0008230844579886809
176,0.0007074444928167174
177,0.0008911079669133653
178,0.0010543643883326077
179,0.0009115150195907705
180,0.0009523291249455811
181,0.0009931432303003918
182,0.0010135502829777972
183,0.0009863408794079235
184,0.0007686656508489334
185,0.0012244231606443187
186,0.0011427949499346975
187,0.0007754680017414018
188,0.0007482585981715281
189,0.0009387244231606443
190,0.0008298868088811493
191,0.0007414562472790597
192,0.0008434915106660862
193,0.000918317370483239
194,0.000809479756203744
195,0.0007074444928167174
196,0.0009863408794079235
197,0.0007686656508489334
198,0.0006734327383543753
199,0.0007958750544188072
200,0.0007074444928167174
201,0.0008434915106660862
202,0.0006870374401393122
203,0.0007686656508489334
204,0.000591804527644754
205,0.0006870374401393122
206,0.0007278515454941228
207,0.0004897692642577275
208,0.0008230844579886809
209,0.0006598280365694384
210,0.000591804527644754
211,0.00041494340444057465
212,0.0006122115803221593
213,0.0006870374401393122
214,0.0004625598606878537
215,0.0005169786678276012
216,0.0004965716151501959
217,0.0006870374401393122
218,0.0004489551589029168
219,0.0004217457553330431
220,0.0006054092294296909
221,0.0004489551589029168
222,0.0005237810187200696
223,0.0004625598606878537
224,0.0002925010883761428
225,0.00039453635176316934
226,0.0004421528080104484
227,0.0004625598606878537
228,0.00036052459730082716
229,0.00028569873748367436
230,0.00027889638659120593
231,0.00023808228123639528
232,0.0003469198955158903
233,0.00029930343926861124
234,0.00028569873748367436
235,0.00023127993034392685
236,0.00013604701784936875
237,0.0004489551589029168
238,0.00019726817588158467
239,0.00023808228123639528
240,0.00023808228123639528
241,0.0002244775794514584
242,0.0003333151937309534
243,0.00023808228123639528
244,0.0003673269481932956
245,0.00031971049194601654
246,0.00026529168480626906
247,0.00017005877231171093
248,0.00023808228123639528
249,0.00023127993034392685
250,0.00023808228123639528
251,0.00017686112320417936
252,0.00047616456247279057
253,0.0002925010883761428
254,0.00019726817588158467
255,0.00029930343926861124
256,0.00019046582498911623
257,0.00021767522855898998
258,0.00021767522855898998
259,0.0002244775794514584
260,0.00014965171963430562
261,0.00017005877231171093
262,0.0002040705267740531
263,0.0003673269481932956
264,0.0003129081410535481
265,0.00017005877231171093
266,0.00014965171963430562
267,0.00034011754462342185
268,0.00010883761427949499
269,0.0001836634740966478
270,0.00017005877231171093
271,0.00012244231606443187
272,8.162821070962124e-05
273,0.00017005877231171093
274,0.0002720940356987375
275,0.0001292446669569003
276,0.0001292446669569003
277,0.00010883761427949499
278,0.00019726817588158467
279,0.00019046582498911623
280,0.0001632564214192425
281,0.00012244231606443187
282,9.523291249455812e-05
283,0.00010203526338702655
284,0.00013604701784936875
285,0.00010883761427949499
286,0.00017005877231171093
287,0.00013604701784936875
288,0.00013604701784936875
289,0.0002040705267740531
290,0.0002244775794514584
291,0.00017005877231171093
292,0.00012244231606443187
293,0.0002516869830213322
294,0.00012244231606443187
295,0.00017686112320417936
296,0.0001836634740966478
297,0.00013604701784936875
298,0.00011563996517196342
299,0.00017686112320417936
300,0.0002040705267740531
301,0.00023808228123639528
302,0.0003469198955158903
303,0.0001836634740966478
304,0.0003333151937309534
305,0.00034011754462342185
306,0.00017686112320417936
307,0.00017005877231171093
308,0.00015645407052677405
309,0.00013604701784936875
310,0.00019726817588158467
311,0.0002516869830213322
312,0.00017686112320417936
313,0.0002925010883761428
314,0.0003333151937309534
315,0.0003333151937309534
316,0.0004013387026556378
317,0.0003129081410535481
318,0.0005101763169351327
319,0.00028569873748367436
320,0.0004217457553330431
321,0.0003333151937309534
322,0.0004285481062255115
323,0.00039453635176316934
324,0.00048296691336525906
325,0.00036052459730082716
326,0.0005781998258598171
327,0.0006870374401393122
328,0.000544188071397475
329,0.0008230844579886809
330,0.0009115150195907705
331,0.0006598280365694384
332,0.000809479756203744
333,0.0010135502829777972
334,0.0011700043535045712
335,0.0015169242490204614
336,0.0018094253373966043
337,0.0014897148454505876
338,0.0028025685676969963
339,0.005292228994340444
340,0.0061425228558989985
341,0.007686656508489334
342,0.00914235959947758
343,0.010169514584240313
344,0.01449580975185024
345,0.020930833696125382
346,0.018815302568567695
347,0.027393067043970397
348,0.02411433391380061
349,0.02977388985633435
350,0.03571914453635176
351,0.029324934697431432
352,0.4654508598171528
353,0.029005224205485416
354,0.024093926861123206
