Fragment length, Fraction of reads
60,1.90857906288768e-05
61,6.3619302096256006e-06
62,1.90857906288768e-05
63,5.0895441677004804e-05
64,6.3619302096256e-05
65,4.45335114673792e-05
66,5.0895441677004804e-05
67,3.81715812577536e-05
68,5.72573718866304e-05
69,2.5447720838502402e-05
70,5.72573718866304e-05
71,5.72573718866304e-05
72,8.27050927251328e-05
73,5.72573718866304e-05
74,4.45335114673792e-05
75,2.5447720838502402e-05
76,3.81715812577536e-05
77,0.000127238604192512
78,3.81715812577536e-05
79,0.0001081528135636352
80,5.72573718866304e-05
81,6.998123230588161e-05
82,6.3619302096256e-05
83,6.998123230588161e-05
84,3.81715812577536e-05
85,5.0895441677004804e-05
86,5.0895441677004804e-05
87,7.63431625155072e-05
88,6.998123230588161e-05
89,6.998123230588161e-05
90,7.63431625155072e-05
91,0.00012087667398288641
92,7.63431625155072e-05
93,0.00010179088335400961
94,0.00010179088335400961
95,0.0001654101854502656
96,9.542895314438401e-05
97,0.00012087667398288641
98,0.00010179088335400961
99,0.0001081528135636352
100,9.542895314438401e-05
101,9.542895314438401e-05
102,0.00012087667398288641
103,0.00010179088335400961
104,0.00013996246461176322
105,0.0001463243948213888
106,0.0001781340458695168
107,0.00013996246461176322
108,0.00012087667398288641
109,0.000127238604192512
110,0.0001081528135636352
111,0.00015904825524064
112,0.0002290294875465216
113,0.0001654101854502656
114,0.00020358176670801922
115,0.0002099436969176448
116,0.00022266755733689602
117,0.0002926487896427776
118,0.0001844959760791424
119,0.00031809651048128
120,0.00023539141775614722
121,0.00022266755733689602
122,0.0003244584406909056
123,0.0004644209053026688
124,0.00047714476572192005
125,0.0003689919521582848
126,0.0003308203709005312
127,0.000540764067818176
128,0.0004962305563507969
129,0.0005280402073989249
130,0.0005598498584470529
131,0.0005916595094951809
132,0.0007507077647358209
133,0.0006934503928491904
134,0.0006616407418010624
135,0.0006425549511721857
136,0.0007316219741069441
137,0.0008652225085090816
138,0.0006425549511721857
139,0.0009288418106053376
140,0.0009352037408149633
141,0.0008715844387187072
142,0.0007761554855743232
143,0.0006552788115914369
144,0.0010433565543785984
145,0.0008461367178802049
