Fragment length, Fraction of reads
2,1.3061224489795918e-05
6,6.530612244897959e-06
7,6.530612244897959e-06
12,1.3061224489795918e-05
28,6.530612244897959e-06
36,6.530612244897959e-06
37,6.530612244897959e-06
38,1.3061224489795918e-05
40,6.530612244897959e-06
44,6.530612244897959e-06
60,6.530612244897959e-06
65,6.530612244897959e-06
69,1.3061224489795918e-05
79,6.530612244897959e-06
83,6.530612244897959e-06
85,6.530612244897959e-06
86,6.530612244897959e-06
89,6.530612244897959e-06
90,1.3061224489795918e-05
92,6.530612244897959e-06
93,1.9591836734693877e-05
94,1.9591836734693877e-05
95,6.530612244897959e-06
96,2.6122448979591835e-05
97,1.9591836734693877e-05
98,6.530612244897959e-06
99,6.530612244897959e-06
101,1.9591836734693877e-05
102,3.9183673469387755e-05
104,1.9591836734693877e-05
105,1.3061224489795918e-05
106,6.530612244897959e-06
107,6.530612244897959e-06
108,6.530612244897959e-06
109,1.3061224489795918e-05
110,1.3061224489795918e-05
111,1.3061224489795918e-05
112,6.530612244897959e-06
114,3.9183673469387755e-05
117,1.3061224489795918e-05
118,5.224489795918367e-05
119,5.224489795918367e-05
120,3.9183673469387755e-05
121,1.9591836734693877e-05
122,1.9591836734693877e-05
123,3.9183673469387755e-05
124,3.9183673469387755e-05
125,1.9591836734693877e-05
126,3.9183673469387755e-05
127,5.224489795918367e-05
128,1.9591836734693877e-05
129,3.9183673469387755e-05
130,3.265306122448979e-05
131,2.6122448979591835e-05
132,2.6122448979591835e-05
133,5.224489795918367e-05
134,5.224489795918367e-05
135,2.6122448979591835e-05
136,2.6122448979591835e-05
137,1.9591836734693877e-05
138,5.877551020408163e-05
139,3.265306122448979e-05
140,6.530612244897959e-05
141,4.5714285714285716e-05
142,3.9183673469387755e-05
143,3.265306122448979e-05
144,2.6122448979591835e-05
145,3.9183673469387755e-05
146,3.265306122448979e-05
147,3.265306122448979e-05
148,3.9183673469387755e-05
149,2.6122448979591835e-05
150,6.530612244897959e-05
151,6.530612244897959e-05
152,8.489795918367347e-05
153,6.530612244897959e-05
154,5.224489795918367e-05
155,6.530612244897959e-05
156,4.5714285714285716e-05
157,4.5714285714285716e-05
158,0.00010448979591836734
159,7.183673469387755e-05
160,7.836734693877551e-05
161,6.530612244897959e-05
162,4.5714285714285716e-05
163,5.877551020408163e-05
164,5.877551020408163e-05
165,0.00011755102040816326
166,0.0001110204081632653
167,3.265306122448979e-05
168,0.0001110204081632653
169,7.183673469387755e-05
170,5.877551020408163e-05
171,7.836734693877551e-05
172,4.5714285714285716e-05
173,0.00018285714285714286
174,9.142857142857143e-05
175,8.489795918367347e-05
176,8.489795918367347e-05
177,0.0001110204081632653
178,9.142857142857143e-05
179,7.183673469387755e-05
180,3.265306122448979e-05
181,6.530612244897959e-05
182,6.530612244897959e-05
183,5.877551020408163e-05
184,6.530612244897959e-05
185,0.00015673469387755102
186,7.836734693877551e-05
187,0.00011755102040816326
188,8.489795918367347e-05
189,3.265306122448979e-05
190,0.0001436734693877551
191,0.00015673469387755102
192,0.00013714285714285713
193,0.00018285714285714286
194,0.0001110204081632653
195,0.00011755102040816326
196,0.00015020408163265306
197,0.00013714285714285713
198,0.00018285714285714286
199,0.00011755102040816326
200,0.00015673469387755102
201,0.00011755102040816326
202,0.00011755102040816326
203,0.00016979591836734694
204,0.00015020408163265306
205,7.183673469387755e-05
206,0.00013061224489795917
207,9.79591836734694e-05
208,5.877551020408163e-05
209,9.142857142857143e-05
210,0.00016979591836734694
211,6.530612244897959e-05
212,5.224489795918367e-05
213,0.0001240816326530612
214,9.79591836734694e-05
