Fragment length, Fraction of reads
1,4.2713868338772234e-05
2,6.834218934203557e-05
3,2.562832100326334e-05
4,2.562832100326334e-05
5,2.562832100326334e-05
6,1.7085547335508893e-05
8,8.542773667754446e-06
9,8.542773667754446e-06
11,8.542773667754446e-06
17,8.542773667754446e-06
19,8.542773667754446e-06
25,8.542773667754446e-06
65,1.7085547335508893e-05
66,8.542773667754446e-06
70,8.542773667754446e-06
72,8.542773667754446e-06
74,8.542773667754446e-06
75,8.542773667754446e-06
76,8.542773667754446e-06
77,3.4171094671017786e-05
78,8.542773667754446e-06
79,1.7085547335508893e-05
80,8.542773667754446e-06
81,1.7085547335508893e-05
83,8.542773667754446e-06
87,8.542773667754446e-06
88,8.542773667754446e-06
89,8.542773667754446e-06
90,1.7085547335508893e-05
92,8.542773667754446e-06
93,1.7085547335508893e-05
94,8.542773667754446e-06
95,8.542773667754446e-06
96,3.4171094671017786e-05
97,1.7085547335508893e-05
98,8.542773667754446e-06
99,3.4171094671017786e-05
100,1.7085547335508893e-05
101,5.125664200652668e-05
102,5.125664200652668e-05
103,1.7085547335508893e-05
104,4.2713868338772234e-05
105,4.2713868338772234e-05
106,5.125664200652668e-05
107,1.7085547335508893e-05
108,3.4171094671017786e-05
109,4.2713868338772234e-05
110,4.2713868338772234e-05
111,1.7085547335508893e-05
113,7.688496300979001e-05
115,3.4171094671017786e-05
116,4.2713868338772234e-05
117,4.2713868338772234e-05
118,6.834218934203557e-05
119,0.00011959883134856225
120,2.562832100326334e-05
121,6.834218934203557e-05
122,5.125664200652668e-05
123,4.2713868338772234e-05
124,0.00010251328401305336
125,8.542773667754447e-05
126,0.0001281416050163167
127,0.0001281416050163167
128,0.00011959883134856225
129,9.397051034529891e-05
130,6.834218934203557e-05
131,6.834218934203557e-05
132,0.00011959883134856225
133,0.00013668437868407114
134,7.688496300979001e-05
135,3.4171094671017786e-05
136,0.0001452271523518256
137,0.00015376992601958002
138,0.0001281416050163167
139,0.00017085547335508893
140,8.542773667754447e-05
141,0.00010251328401305336
142,0.0001281416050163167
143,7.688496300979001e-05
144,9.397051034529891e-05
145,0.00013668437868407114
146,0.00019648379435835227
147,0.0002221121153616156
148,0.00021356934169386115
149,0.0002391976626971245
150,0.00020502656802610673
151,0.00023065488902937006
152,0.00019648379435835227
153,0.00020502656802610673
154,0.00019648379435835227
155,0.00018794102069059782
156,0.0001281416050163167
157,0.00015376992601958002
158,0.00031608262570691453
159,0.00019648379435835227
160,0.00015376992601958002
161,0.00017085547335508893
162,0.0001281416050163167
163,0.0002221121153616156
164,0.00019648379435835227
165,0.00033316817304242344
166,0.0002733687573681423
167,0.00013668437868407114
168,0.00020502656802610673
169,0.00026482598370038786
170,0.0002904543047036512
171,0.00013668437868407114
172,0.00018794102069059782
173,0.0002989970783714056
174,0.0002904543047036512
175,0.00017085547335508893
176,0.00017085547335508893
177,0.0002989970783714056
178,0.00021356934169386115
179,0.00030753985203916005
180,0.00015376992601958002
181,0.0002733687573681423
182,0.0002221121153616156
183,0.0002733687573681423
184,0.00023065488902937006
185,0.0002221121153616156
186,0.00024774043636487895
187,0.0001793982470228434
188,0.00013668437868407114
189,0.00017085547335508893
190,0.00026482598370038786
191,0.00023065488902937006
