Fragment length, Fraction of reads
4,6.0110964841096665e-06
60,1.2022192968219333e-05
65,1.8033289452329e-05
66,6.0110964841096665e-06
67,1.8033289452329e-05
68,1.2022192968219333e-05
69,1.2022192968219333e-05
70,1.8033289452329e-05
71,2.4044385936438666e-05
72,2.4044385936438666e-05
73,4.207767538876766e-05
74,6.0110964841096665e-06
75,6.0110964841096665e-06
76,1.2022192968219333e-05
77,2.4044385936438666e-05
78,6.0110964841096665e-06
80,3.6066578904658e-05
81,1.8033289452329e-05
82,1.2022192968219333e-05
83,3.0055482420548333e-05
84,3.0055482420548333e-05
85,1.2022192968219333e-05
86,1.2022192968219333e-05
87,6.0110964841096665e-06
88,6.0110964841096665e-06
89,6.0110964841096665e-06
90,1.8033289452329e-05
91,3.0055482420548333e-05
92,4.207767538876766e-05
93,1.8033289452329e-05
94,2.4044385936438666e-05
95,6.612206132520633e-05
96,8.415535077753532e-05
97,6.612206132520633e-05
98,6.612206132520633e-05
99,4.207767538876766e-05
100,3.0055482420548333e-05
101,1.2022192968219333e-05
102,6.0110964841096665e-05
103,4.207767538876766e-05
104,4.808877187287733e-05
105,6.612206132520633e-05
106,0.00013224412265041267
107,6.612206132520633e-05
108,5.4099868356986995e-05
109,3.6066578904658e-05
110,4.808877187287733e-05
111,4.808877187287733e-05
112,0.00012022192968219333
113,6.0110964841096665e-05
114,0.00010819973671397399
115,8.415535077753532e-05
116,7.814425429342566e-05
117,0.000162299605070961
118,9.617754374575466e-05
119,0.000126233026166303
120,7.2133157809316e-05
121,9.617754374575466e-05
122,0.00010819973671397399
123,0.00017432179803918033
124,9.617754374575466e-05
125,0.00015027741210274167
126,9.617754374575466e-05
127,0.00016831070155507065
128,0.00013825521913452232
129,0.00016831070155507065
130,0.00020437728045972865
131,0.00020437728045972865
132,0.00022842166639616733
133,0.00019235508749150933
134,0.00019235508749150933
135,0.00017432179803918033
136,0.00030055482420548335
137,0.00025847714881671564
138,0.00031257701717370264
139,0.00030055482420548335
140,0.00036066578904658
141,0.00024645495584849634
142,0.00036667688553068965
143,0.000342632499594251
144,0.00036667688553068965
145,0.00031858811365781235
146,0.00030055482420548335
147,0.0003546546925624703
148,0.0004267878503717863
149,0.000324599210141922
150,0.0003546546925624703
151,0.00033061030662603165
152,0.0004448211398241153
153,0.0003726879820147993
154,0.00028252153475315434
155,0.00043279894685589596
156,0.0003546546925624703
157,0.0003907212714671283
158,0.0005349875870857603
159,0.000504932104665212
